date,category,category_enc,month,week_of_year,is_festival,is_weekend,base_price,cost_price,comp_price,price_ratio,margin_pct,sales_last_week,sales_last_month,daily_demand,season_factor,festival_factor,stock,stock_weeks,lead_time,expiry_days,days_to_sell,fraction_at_risk,will_sell_before_expiry,actual_demand_7d,actual_demand_post_disc,demand_cv,elasticity,discount_tier,discount_pct,order_decision,health_score
2023-05-09,Grocery,1,5,19,0,0,315.9,217.53,354.5,0.891,31.1,103.2,419.0,14.83,1.0,1.0,388,5.38,2,7,26.2,0.733,0,103.8,128.7,0.14,-1.2,2,20,0,62
2021-02-22,Grocery,1,2,8,0,0,150.8,112.13,172.78,0.873,25.6,157.4,592.7,21.01,1.0,1.0,371,3.31,2,19,17.7,0.0,1,147.1,157.7,0.14,-1.2,1,6,0,78
2022-12-28,FMCG,3,12,52,1,0,659.49,409.76,711.73,0.927,37.9,225.5,848.8,29.4,1.4,1.8,2121,12.12,3,317,72.1,0.0,1,205.8,252.1,0.12,-1.5,2,15,-1,86
2023-09-18,Grocery,1,9,38,0,0,41.32,28.79,47.27,0.874,30.3,144.2,584.4,21.6,1.0,1.0,799,6.87,3,29,37.0,0.216,0,151.2,167.5,0.14,-1.2,1,9,0,82
2023-08-10,Grocery,1,8,32,0,0,92.37,52.15,85.14,1.085,43.5,49.3,201.0,7.26,1.0,1.2,36,1.21,2,3,5.0,0.4,0,50.8,61.8,0.14,-1.2,2,18,0,56
2023-05-11,Electronics,2,5,19,0,0,29328.74,20216.38,29848.6,0.983,31.1,16.3,67.7,2.67,1.0,1.0,60,4.64,19,557,22.5,0.0,1,18.7,21.1,0.32,-1.8,1,7,0,82
2021-02-03,Grocery,1,2,5,0,0,440.36,318.85,464.17,0.949,27.6,212.9,862.1,30.04,1.0,1.0,1090,5.48,3,12,36.3,0.669,0,210.3,265.8,0.14,-1.2,2,22,0,64
2022-01-31,Fashion,0,1,5,0,0,4364.8,1978.72,5009.05,0.871,54.7,31.7,127.9,4.43,0.5,1.0,109,3.84,11,308,24.6,0.0,1,31.0,38.4,0.28,-2.0,1,12,0,80
2021-03-04,Fashion,0,3,9,0,0,3495.18,1717.02,3273.86,1.068,50.9,32.4,152.7,4.9,1.0,1.0,462,11.42,11,560,94.3,0.0,1,34.3,49.4,0.28,-2.0,2,22,-1,79
2021-05-28,Fashion,0,5,21,0,0,1028.03,597.45,1123.62,0.915,41.9,118.6,446.3,15.07,1.0,1.0,161,2.55,8,663,10.7,0.0,1,105.5,105.5,0.28,-2.0,0,0,0,76
2022-11-09,FMCG,3,11,45,0,0,101.78,56.71,110.18,0.924,44.3,97.0,370.9,13.61,1.3,0.75,344,3.39,5,130,25.3,0.0,1,95.3,106.7,0.12,-1.5,1,8,0,78
2022-11-03,Fashion,0,11,44,1,0,1026.05,580.24,893.92,1.148,43.4,77.7,289.3,10.6,1.8,2.2,755,3.95,9,411,71.2,0.0,1,74.2,89.0,0.28,-2.0,1,10,0,64
2021-05-19,Grocery,1,5,20,0,0,171.14,127.87,145.93,1.173,25.3,99.4,370.3,13.23,1.0,1.0,66,0.5,1,40,5.0,0.0,1,92.6,92.6,0.14,-1.2,0,0,2,60
2021-02-09,Fashion,0,2,6,0,0,3438.57,1946.86,3446.17,0.998,43.4,46.7,234.8,7.74,1.0,1.0,72,1.43,9,548,9.3,0.0,1,54.2,54.2,0.28,-2.0,0,0,0,72
2023-05-02,Seasonal,4,5,18,0,0,2941.66,1330.73,2758.33,1.066,54.8,6.4,23.3,0.94,1.0,1.0,55,1.4,10,271,58.3,0.0,1,6.6,6.6,0.55,-2.5,0,0,0,59
2023-01-16,FMCG,3,1,3,1,0,315.79,200.56,349.41,0.904,36.5,321.9,1258.4,43.07,1.0,1.25,1631,5.91,3,208,37.9,0.0,1,301.5,324.1,0.12,-1.5,1,5,0,85
2022-11-27,Fashion,0,11,47,0,1,4856.37,2640.35,4478.47,1.084,45.6,51.0,235.4,8.73,1.8,1.0,247,3.65,5,238,28.3,0.0,1,61.1,72.1,0.28,-2.0,1,9,0,75
2022-10-10,Seasonal,4,10,41,1,0,1216.41,517.38,1335.41,0.911,57.5,145.4,422.2,15.04,1.0,1.3,1116,17.95,19,134,74.2,0.0,1,105.3,144.8,0.55,-2.5,2,15,-1,85
2023-03-29,Grocery,1,3,13,1,0,475.61,337.27,429.82,1.107,29.1,98.7,370.2,12.89,1.1,1.35,51,0.52,3,27,4.0,0.0,1,90.2,90.2,0.14,-1.2,0,0,2,66
2023-04-15,Seasonal,4,4,15,0,1,899.18,395.1,817.64,1.1,56.1,14.5,47.0,2.16,1.0,1.0,55,2.82,7,281,25.5,0.0,1,15.1,15.1,0.55,-2.5,0,0,0,72
2023-11-18,Grocery,1,11,46,0,1,86.96,61.75,81.59,1.066,29.0,79.2,302.5,10.91,1.4,0.75,161,1.61,1,40,14.8,0.0,1,76.4,76.4,0.14,-1.2,0,0,1,69
2022-10-09,Electronics,2,10,40,1,1,20568.91,13659.4,20939.37,0.982,33.6,27.2,103.3,3.63,1.9,1.3,304,7.5,19,445,83.8,0.0,1,25.4,32.3,0.32,-1.8,1,15,0,76
2022-06-19,Grocery,1,6,24,0,1,242.73,139.11,209.79,1.157,42.7,46.0,169.0,6.43,1.0,1.0,206,2.79,1,40,32.0,0.0,1,45.0,45.0,0.14,-1.2,0,0,0,67
2023-10-29,Grocery,1,10,43,1,1,268.57,179.66,273.05,0.984,33.1,272.8,977.4,36.73,1.3,1.45,320,1.35,1,24,8.7,0.0,1,257.1,257.1,0.14,-1.2,0,0,1,72
2023-12-15,FMCG,3,12,50,0,0,278.52,161.46,268.68,1.037,42.0,339.8,1393.9,47.44,1.4,1.0,183,0.66,3,143,3.9,0.0,1,332.1,332.1,0.12,-1.5,0,0,2,70
2021-11-14,Grocery,1,11,45,0,1,108.03,68.45,101.11,1.068,36.6,27.0,103.1,3.64,1.4,0.75,33,1.08,2,55,9.1,0.0,1,25.5,25.5,0.14,-1.2,0,0,1,67
2023-09-29,Electronics,2,9,39,0,0,23081.0,15970.63,20666.4,1.117,30.8,13.1,64.4,2.13,1.0,1.0,77,2.34,10,451,36.2,0.0,1,14.9,14.9,0.32,-1.8,0,0,0,71
2021-08-15,FMCG,3,8,32,0,1,444.02,249.12,420.61,1.056,43.9,212.5,908.2,34.04,1.0,1.2,347,1.23,2,270,10.2,0.0,1,238.3,238.3,0.12,-1.5,0,0,0,68
2023-03-11,Grocery,1,3,10,0,1,159.83,118.08,179.24,0.892,26.1,154.6,667.4,23.94,1.1,1.0,101,0.66,2,45,4.2,0.0,1,167.6,167.6,0.14,-1.2,0,0,2,70
2021-03-30,Grocery,1,3,13,1,0,400.93,273.75,417.8,0.96,31.7,281.9,1130.8,40.87,1.1,1.35,582,2.22,1,55,14.2,0.0,1,286.1,286.1,0.14,-1.2,0,0,0,75
2022-01-08,Electronics,2,1,1,1,1,44562.5,25994.33,38219.69,1.166,41.7,10.8,39.3,1.29,0.6,1.25,19,2.59,18,412,14.8,0.0,1,9.0,9.0,0.32,-1.8,0,0,3,67
2022-06-11,Grocery,1,6,23,0,1,258.11,151.87,229.07,1.127,41.2,97.1,348.8,12.26,1.0,1.0,479,4.18,3,35,39.1,0.105,0,85.8,100.2,0.14,-1.2,1,14,0,72
2023-03-18,Grocery,1,3,11,1,1,22.04,13.75,22.03,1.0,37.6,168.5,674.9,24.41,1.1,1.35,169,0.9,2,59,6.9,0.0,1,170.9,170.9,0.14,-1.2,0,0,2,71
2023-06-09,Fashion,0,6,23,0,0,2243.08,1248.06,2276.3,0.985,44.4,34.7,123.6,3.94,0.7,1.0,102,3.52,14,276,25.9,0.0,1,27.6,34.2,0.28,-2.0,1,12,0,79
2021-08-15,Electronics,2,8,32,0,1,16758.56,9693.68,17669.93,0.948,42.2,21.1,82.6,3.2,1.0,1.2,220,8.63,15,497,68.8,0.0,1,22.4,30.9,0.32,-1.8,2,21,-1,82
2023-02-26,Fashion,0,2,8,0,1,608.75,364.65,602.62,1.01,40.1,42.3,138.2,4.99,1.0,1.0,495,8.51,6,250,99.3,0.0,1,34.9,52.3,0.28,-2.0,2,25,-1,78
2022-05-10,Electronics,2,5,19,0,0,18003.44,10158.24,16556.53,1.087,43.6,13.0,50.4,1.9,1.0,1.0,29,1.55,18,477,15.3,0.0,1,13.3,13.3,0.32,-1.8,0,0,3,69
2022-04-01,FMCG,3,4,13,0,0,339.53,181.59,344.99,0.984,46.5,255.7,1076.2,38.44,0.95,1.0,1296,5.84,5,258,33.7,0.0,1,269.1,329.6,0.12,-1.5,1,15,0,86
2022-09-18,Seasonal,4,9,37,0,1,1332.0,572.54,1209.25,1.102,57.0,19.0,66.8,2.5,1.0,1.0,79,1.97,11,190,31.6,0.0,1,17.5,17.5,0.55,-2.5,0,0,0,70
2022-08-03,Fashion,0,8,31,0,0,1030.76,464.67,1059.48,0.973,54.9,45.5,168.5,5.47,1.0,1.0,65,1.95,12,468,11.9,0.0,1,38.3,38.3,0.28,-2.0,0,0,3,74
2022-04-14,Fashion,0,4,15,0,0,1379.06,639.05,1356.91,1.016,53.7,53.7,222.4,8.4,1.0,1.0,174,2.65,5,418,20.7,0.0,1,58.8,58.8,0.28,-2.0,0,0,0,76
2022-08-27,Electronics,2,8,34,0,1,32946.51,20753.04,37186.68,0.886,37.0,29.2,127.8,5.6,1.0,1.0,210,8.54,20,437,37.5,0.0,1,39.2,59.0,0.32,-1.8,2,28,-1,93
2023-08-12,FMCG,3,8,32,0,1,559.11,334.53,523.68,1.068,40.2,90.8,398.8,14.7,1.0,1.2,444,3.57,4,234,30.2,0.0,1,102.9,119.9,0.12,-1.5,1,11,0,75
2023-06-09,Grocery,1,6,23,0,0,100.86,69.76,101.11,0.998,30.8,163.7,672.5,22.99,1.0,1.0,908,5.86,3,58,39.5,0.0,1,160.9,172.5,0.14,-1.2,1,6,0,84
2021-08-12,Seasonal,4,8,32,0,0,5710.98,2392.32,6521.16,0.876,58.1,91.6,346.5,11.67,1.0,1.2,256,4.53,19,258,21.9,0.0,1,81.7,102.1,0.55,-2.5,1,10,0,82
2023-03-29,Fashion,0,3,13,1,0,2273.42,1149.95,2107.87,1.079,49.4,20.2,79.8,2.84,1.0,1.35,126,3.6,13,258,44.3,0.0,1,19.9,24.3,0.28,-2.0,1,11,0,70
2021-01-07,Seasonal,4,1,1,1,0,3306.27,1665.84,3317.67,0.997,49.6,10.3,23.0,1.04,0.3,1.25,9,1.96,16,286,8.6,0.0,1,7.3,7.3,0.55,-2.5,0,0,3,74
2022-09-22,FMCG,3,9,38,0,0,577.28,343.52,612.55,0.942,40.5,131.3,534.9,18.89,1.0,1.0,179,1.18,2,249,9.5,0.0,1,132.2,132.2,0.12,-1.5,0,0,0,72
2023-06-18,FMCG,3,6,24,0,1,514.29,266.9,445.1,1.155,48.1,190.4,715.5,25.69,1.0,1.0,316,1.35,5,279,12.3,0.0,1,179.8,179.8,0.12,-1.5,0,0,0,63
2023-05-06,FMCG,3,5,18,0,1,53.14,31.06,47.89,1.11,41.6,69.6,297.5,10.56,1.0,1.0,463,4.69,2,98,43.9,0.0,1,73.9,87.2,0.12,-1.5,1,12,0,74
2021-11-19,Electronics,2,11,46,0,0,6020.53,3768.21,6561.43,0.918,37.4,30.3,88.0,3.26,2.2,0.75,82,2.33,20,683,25.2,0.0,1,22.8,22.8,0.32,-1.8,0,0,0,75
2023-02-20,Grocery,1,2,8,0,0,349.44,221.67,367.85,0.95,36.6,147.9,624.7,21.53,1.0,1.0,53,0.42,1,58,2.5,0.0,1,150.7,150.7,0.14,-1.2,0,0,2,69
2022-08-06,Electronics,2,8,31,0,1,1564.44,1057.03,1393.81,1.122,32.4,27.9,117.0,3.87,1.0,1.0,62,2.03,21,686,16.0,0.0,1,27.1,27.1,0.32,-1.8,0,0,3,70
2023-08-23,FMCG,3,8,34,0,0,146.06,82.75,131.93,1.107,43.3,102.6,425.7,14.29,1.0,1.0,156,1.45,3,68,10.9,0.0,1,100.0,100.0,0.12,-1.5,0,0,0,68
2023-07-16,Electronics,2,7,28,0,1,1862.92,1079.48,2084.0,0.894,42.1,15.4,60.6,2.07,1.0,1.0,84,4.6,14,642,40.6,0.0,1,14.5,15.8,0.32,-1.8,1,5,0,79
2021-11-03,Electronics,2,11,44,1,0,4172.31,2426.0,4305.58,0.969,41.9,169.7,705.8,26.43,2.2,2.2,2347,16.74,17,671,88.8,0.0,1,185.0,284.9,0.32,-1.8,2,30,-1,83
2021-10-02,Fashion,0,10,39,0,1,3965.92,1809.52,4360.18,0.91,54.4,68.4,284.9,10.7,1.6,1.0,518,8.57,12,387,48.4,0.0,1,74.9,97.4,0.28,-2.0,2,15,-1,88
2021-08-18,Electronics,2,8,33,0,0,44816.22,28601.22,38351.65,1.169,36.2,28.5,126.1,4.61,1.0,1.2,23,0.71,19,679,5.0,0.0,1,32.3,32.3,0.32,-1.8,0,0,3,61
2023-05-26,Fashion,0,5,21,0,0,523.56,236.54,573.86,0.912,54.8,76.1,272.1,10.89,1.0,1.0,203,2.75,14,492,18.6,0.0,1,76.2,76.2,0.28,-2.0,0,0,0,76
2023-03-21,Electronics,2,3,12,1,0,4978.04,3130.99,5583.83,0.892,37.1,5.3,23.8,0.83,1.0,1.35,5,1.06,15,443,6.0,0.0,1,5.8,5.8,0.32,-1.8,0,0,3,71
2021-08-05,Seasonal,4,8,31,0,0,1228.55,606.72,1412.79,0.87,50.6,93.6,330.4,13.59,1.0,1.0,155,2.92,14,239,11.4,0.0,1,95.1,95.1,0.55,-2.5,0,0,3,77
2023-02-01,Electronics,2,2,5,0,0,19720.18,13341.43,22088.7,0.893,32.3,33.1,123.7,4.63,1.0,1.0,50,1.46,20,565,10.8,0.0,1,32.4,32.4,0.32,-1.8,0,0,3,72
2022-10-06,Electronics,2,10,40,0,0,10417.17,6749.93,8859.47,1.176,35.2,13.1,66.0,2.41,1.9,1.0,33,1.3,18,662,13.7,0.0,1,16.9,16.9,0.32,-1.8,0,0,3,63
2022-06-30,Grocery,1,6,26,0,0,249.49,181.44,255.36,0.977,27.3,20.1,76.8,2.9,1.0,1.0,41,1.78,1,54,14.1,0.0,1,20.3,20.3,0.14,-1.2,0,0,0,73
2023-05-18,FMCG,3,5,20,0,0,669.16,368.67,634.36,1.055,44.9,159.9,697.5,25.21,1.0,1.0,738,3.8,4,215,29.3,0.0,1,176.5,197.7,0.12,-1.5,1,8,0,75
2021-02-16,Fashion,0,2,7,0,0,4783.33,2237.7,4317.21,1.108,53.2,6.5,28.0,0.9,1.0,1.0,4,0.4,11,715,4.4,0.0,1,6.3,6.3,0.28,-2.0,0,0,3,65
2022-07-15,Electronics,2,7,28,0,0,39721.75,25320.23,40500.84,0.981,36.3,33.9,95.9,3.87,1.0,1.0,501,13.42,11,520,129.4,0.0,1,27.1,39.8,0.32,-1.8,2,26,-1,80
2023-08-13,Fashion,0,8,32,0,1,3714.41,2107.05,4134.92,0.898,43.3,48.4,194.6,6.71,1.0,1.2,319,6.04,14,542,47.5,0.0,1,47.0,56.4,0.28,-2.0,1,10,0,80
2023-07-20,FMCG,3,7,29,0,0,365.67,214.1,378.1,0.967,41.4,147.7,578.2,20.83,1.0,1.0,335,2.32,3,343,16.1,0.0,1,145.8,145.8,0.12,-1.5,0,0,0,75
2021-05-15,Grocery,1,5,19,0,1,158.24,93.94,167.84,0.943,40.6,122.6,531.0,18.63,1.0,1.0,999,8.79,2,43,53.6,0.198,0,130.4,174.2,0.14,-1.2,2,28,-1,80
2023-07-15,Fashion,0,7,28,0,1,411.47,227.98,429.87,0.957,44.6,103.2,409.9,13.76,1.3,1.0,619,8.91,14,660,45.0,0.0,1,96.3,132.9,0.28,-2.0,2,19,-1,90
2023-12-21,Electronics,2,12,51,1,0,11677.97,7766.91,10800.81,1.081,33.5,59.1,209.2,7.14,1.8,1.8,254,2.79,11,541,35.6,0.0,1,50.0,50.0,0.32,-1.8,0,0,0,72
2023-05-20,FMCG,3,5,20,0,1,654.83,411.42,728.83,0.898,37.2,241.1,951.9,34.14,1.0,1.0,1152,5.15,2,156,33.7,0.0,1,239.0,292.8,0.12,-1.5,1,15,0,83
2021-02-13,FMCG,3,2,6,0,1,342.15,220.52,300.48,1.139,35.5,72.1,286.7,9.99,1.0,1.0,365,3.88,3,176,36.6,0.0,1,69.9,77.2,0.12,-1.5,1,7,0,76
2023-09-13,Electronics,2,9,37,0,0,31982.64,20380.41,29606.16,1.08,36.3,15.1,62.8,2.03,1.0,1.0,49,2.82,16,475,24.2,0.0,1,14.2,14.2,0.32,-1.8,0,0,0,72
2021-07-04,FMCG,3,7,26,0,1,782.99,465.6,769.86,1.017,40.5,272.2,1051.6,36.44,1.0,1.0,275,1.11,5,205,7.5,0.0,1,255.1,255.1,0.12,-1.5,0,0,0,71
2023-10-20,Fashion,0,10,42,1,0,2334.09,1381.66,2555.53,0.913,40.8,39.5,129.1,5.09,1.6,1.3,297,6.29,8,641,58.4,0.0,1,35.6,43.4,0.28,-2.0,1,11,0,77
2023-12-08,Electronics,2,12,49,0,0,19412.76,11553.63,19402.96,1.001,40.5,43.3,183.8,7.0,1.8,1.0,145,3.35,17,713,20.7,0.0,1,49.0,58.7,0.32,-1.8,1,11,0,78
2023-01-21,Grocery,1,1,3,1,1,215.08,119.02,187.22,1.149,44.7,163.2,576.7,21.16,1.0,1.25,1024,5.88,3,29,48.4,0.401,0,148.1,190.8,0.14,-1.2,2,24,0,63
2023-10-21,Electronics,2,10,42,1,1,47209.86,32370.51,52028.46,0.907,31.4,65.9,262.4,8.93,1.9,1.3,273,4.09,11,638,30.6,0.0,1,62.5,69.2,0.32,-1.8,1,6,0,80
2023-09-15,Electronics,2,9,37,0,0,37473.93,22668.84,33429.12,1.121,39.5,7.9,29.1,1.23,1.0,1.0,46,2.95,15,481,37.4,0.0,1,8.6,8.6,0.32,-1.8,0,0,0,72
2022-06-30,Electronics,2,6,26,0,0,3798.41,2538.81,3433.08,1.106,33.2,17.8,71.6,2.41,1.0,1.0,61,3.12,10,662,25.3,0.0,1,16.9,20.2,0.32,-1.8,1,11,0,73
2021-08-09,Grocery,1,8,32,0,0,210.47,120.01,202.44,1.04,43.0,24.4,92.6,3.44,1.0,1.2,41,1.62,3,39,11.9,0.0,1,24.1,24.1,0.14,-1.2,0,0,0,73
2023-06-23,Fashion,0,6,25,0,0,3544.04,1953.18,3985.39,0.889,44.9,16.4,104.0,4.14,0.7,1.0,19,0.64,10,296,4.6,0.0,1,29.0,29.0,0.28,-2.0,0,0,3,70
2021-06-28,Fashion,0,6,26,0,0,4068.21,1889.58,3599.67,1.13,53.6,25.8,76.8,3.39,0.7,1.0,131,3.76,12,503,38.7,0.0,1,23.7,28.9,0.28,-2.0,1,11,0,74
2022-03-23,Grocery,1,3,12,1,0,266.74,174.16,287.47,0.928,34.7,208.2,812.6,30.04,1.1,1.35,471,2.28,2,55,15.7,0.0,1,210.3,210.3,0.14,-1.2,0,0,0,75
2022-07-27,Electronics,2,7,30,0,0,18445.79,10640.06,17718.54,1.041,42.3,14.8,74.4,2.5,1.0,1.0,82,2.87,10,576,32.8,0.0,1,17.5,17.5,0.32,-1.8,0,0,0,77
2021-04-13,Seasonal,4,4,15,0,0,1245.03,527.51,1104.87,1.127,57.6,17.2,76.0,2.34,1.0,1.0,134,2.75,9,150,57.2,0.0,1,16.4,16.4,0.55,-2.5,0,0,0,63
2021-03-13,Grocery,1,3,10,0,1,237.7,131.97,237.78,1.0,44.5,257.3,1226.2,39.96,1.1,1.0,256,1.28,3,9,6.4,0.0,1,279.7,279.7,0.14,-1.2,0,0,0,72
2023-02-24,FMCG,3,2,8,0,0,429.55,243.05,410.9,1.045,43.4,42.6,182.7,6.3,1.0,1.0,58,1.3,3,281,9.2,0.0,1,44.1,44.1,0.12,-1.5,0,0,0,72
2023-05-01,FMCG,3,5,18,0,0,785.34,445.74,849.28,0.925,43.2,205.9,794.3,30.47,1.0,1.0,574,2.81,5,305,18.8,0.0,1,213.3,213.3,0.12,-1.5,0,0,0,76
2021-11-29,Grocery,1,11,48,0,0,279.81,204.4,242.11,1.156,27.0,57.9,232.8,8.6,1.4,1.0,76,0.93,2,53,8.8,0.0,1,60.2,60.2,0.14,-1.2,0,0,2,62
2023-10-30,Electronics,2,10,44,1,0,48434.78,29648.96,47655.85,1.016,38.8,29.7,126.2,4.84,1.9,1.45,48,0.98,21,487,9.9,0.0,1,33.9,33.9,0.32,-1.8,0,0,3,71
2022-03-16,Grocery,1,3,11,0,0,141.03,79.32,131.03,1.076,43.8,205.8,760.9,28.76,1.1,1.0,633,2.94,1,54,22.0,0.0,1,201.3,201.3,0.14,-1.2,0,0,0,73
2021-12-31,FMCG,3,12,52,1,0,133.0,77.09,125.3,1.061,42.0,361.3,1482.6,51.41,1.4,1.8,274,0.92,5,166,5.3,0.0,1,359.9,359.9,0.12,-1.5,0,0,2,67
2023-10-05,FMCG,3,10,40,0,0,467.66,262.19,426.41,1.097,43.9,51.1,206.0,7.26,1.2,1.0,91,1.58,3,93,12.5,0.0,1,50.8,50.8,0.12,-1.5,0,0,0,69
2023-04-26,Fashion,0,4,17,0,0,3883.47,2047.19,4204.12,0.924,47.3,55.1,207.2,7.37,1.0,1.0,194,5.12,13,358,26.3,0.0,1,51.6,60.9,0.28,-2.0,1,9,0,83
2022-02-01,Grocery,1,2,5,0,0,474.11,264.95,517.54,0.916,44.1,138.8,541.4,18.41,1.0,1.0,204,1.69,2,40,11.1,0.0,1,128.9,128.9,0.14,-1.2,0,0,0,73
2023-10-22,FMCG,3,10,42,1,1,606.97,314.3,672.31,0.903,48.2,108.4,444.5,16.5,1.2,1.3,795,8.18,2,124,48.2,0.0,1,115.5,143.2,0.12,-1.5,2,16,-1,86
2021-04-02,FMCG,3,4,13,0,0,432.31,241.82,490.23,0.882,44.1,171.1,699.8,25.03,0.95,1.0,851,5.73,5,302,34.0,0.0,1,175.2,209.4,0.12,-1.5,1,13,0,85
2023-07-09,Fashion,0,7,27,0,1,3827.11,2189.08,3666.59,1.044,42.8,27.3,102.0,3.86,1.3,1.0,119,5.61,7,612,30.9,0.0,1,27.0,33.5,0.28,-2.0,1,12,0,85
2021-09-04,Grocery,1,9,35,0,1,75.65,44.35,69.06,1.095,41.4,35.1,140.1,5.03,1.0,1.0,151,3.09,2,30,30.0,0.0,1,35.2,41.1,0.14,-1.2,1,14,0,73
2021-06-26,Fashion,0,6,25,0,1,3221.12,1907.54,2780.9,1.158,40.8,48.7,203.7,7.11,0.7,1.0,170,3.35,9,659,23.9,0.0,1,49.8,54.8,0.28,-2.0,1,5,0,69
2021-05-30,Seasonal,4,5,21,0,1,3433.19,1552.2,3206.27,1.071,54.8,28.0,238.3,7.06,1.0,1.0,279,5.8,9,198,39.5,0.0,1,49.4,67.9,0.55,-2.5,1,15,0,79
2022-06-08,Grocery,1,6,23,0,0,457.87,312.95,504.92,0.907,31.7,148.4,563.3,20.01,1.0,1.0,359,2.29,3,25,17.9,0.0,1,140.1,140.1,0.14,-1.2,0,0,0,75
2022-08-23,Fashion,0,8,34,0,0,4638.89,2704.87,4167.12,1.113,41.7,62.2,206.2,6.54,1.0,1.0,44,0.69,6,571,6.7,0.0,1,45.8,45.8,0.28,-2.0,0,0,2,66
2022-07-19,FMCG,3,7,29,0,0,365.35,202.93,393.79,0.928,44.5,189.3,710.6,24.5,1.0,1.0,85,0.61,5,73,3.5,0.0,1,171.5,171.5,0.12,-1.5,0,0,3,70
2023-09-26,Grocery,1,9,39,0,0,462.54,301.65,444.6,1.04,34.8,230.7,806.2,30.39,1.0,1.0,419,2.88,3,9,13.8,0.348,0,212.7,238.2,0.14,-1.2,1,10,0,66
2021-03-28,Seasonal,4,3,12,1,1,1491.56,716.18,1366.99,1.091,52.0,39.0,161.4,6.8,1.0,1.35,213,4.6,7,310,31.3,0.0,1,47.6,65.5,0.55,-2.5,1,15,0,78
2023-03-17,Electronics,2,3,11,0,0,4438.22,2768.01,4749.04,0.935,37.6,26.8,125.0,4.13,1.0,1.0,151,7.05,15,449,36.6,0.0,1,28.9,35.7,0.32,-1.8,1,13,0,89
2022-11-11,Grocery,1,11,45,0,0,157.67,113.67,152.26,1.036,27.9,28.0,107.5,3.94,1.4,0.75,68,3.0,1,6,17.2,0.651,0,27.6,32.9,0.14,-1.2,2,16,0,57
2022-06-18,Grocery,1,6,24,0,1,392.78,264.49,439.9,0.893,32.7,96.6,384.0,14.33,1.0,1.0,78,0.75,2,26,5.4,0.0,1,100.3,100.3,0.14,-1.2,0,0,2,70
2023-08-20,Fashion,0,8,33,0,1,4584.52,2732.56,5137.56,0.892,40.4,15.8,70.4,2.51,1.0,1.2,51,3.28,13,589,20.3,0.0,1,17.6,22.2,0.28,-2.0,1,13,0,78
2022-11-19,Grocery,1,11,46,0,1,194.98,132.27,169.47,1.151,32.2,155.6,605.7,22.07,1.4,0.75,437,2.28,3,14,19.8,0.293,0,154.5,167.5,0.14,-1.2,1,7,0,57
2021-11-07,Seasonal,4,11,44,1,1,5316.52,2490.48,4861.81,1.094,53.2,25.7,82.3,3.84,2.5,2.2,278,3.1,20,154,72.3,0.0,1,26.9,30.3,0.55,-2.5,1,5,0,61
2021-02-07,Seasonal,4,2,5,0,1,1232.9,555.07,1334.57,0.924,55.0,10.2,33.5,1.41,0.3,1.0,15,1.84,19,287,10.6,0.0,1,9.9,9.9,0.55,-2.5,0,0,3,74
2022-12-11,Fashion,0,12,49,0,1,4371.97,2521.42,3718.83,1.176,42.3,16.8,54.1,2.24,1.5,1.0,90,4.74,14,669,40.1,0.0,1,15.7,20.4,0.28,-2.0,1,15,0,71
2023-07-15,Grocery,1,7,28,0,1,124.96,76.24,142.66,0.876,39.0,136.8,497.6,17.93,1.0,1.0,153,1.73,2,44,8.5,0.0,1,125.5,125.5,0.14,-1.2,0,0,0,73
2021-08-25,Grocery,1,8,34,0,0,279.05,189.73,315.36,0.885,32.0,93.5,373.9,14.24,1.0,1.0,637,6.15,2,20,44.7,0.553,0,99.7,122.4,0.14,-1.2,2,19,0,65
2021-04-26,Grocery,1,4,17,0,0,222.74,128.55,196.43,1.134,42.3,63.6,259.0,9.01,0.9,1.0,215,2.53,1,35,23.9,0.0,1,63.1,63.1,0.14,-1.2,0,0,0,72
2021-01-06,Fashion,0,1,1,0,0,2602.04,1213.82,2576.16,1.01,53.4,42.6,173.4,6.41,0.5,1.0,98,2.5,8,472,15.3,0.0,1,44.9,44.9,0.28,-2.0,0,0,0,76
2021-10-22,Fashion,0,10,42,1,0,3188.14,1712.37,3266.56,0.976,46.3,59.6,216.9,8.7,1.6,1.3,110,1.96,5,567,12.6,0.0,1,60.9,60.9,0.28,-2.0,0,0,1,74
2023-08-15,Fashion,0,8,33,0,0,3783.42,2184.94,4194.35,0.902,42.2,55.1,266.9,8.74,1.0,1.2,289,6.19,7,249,33.1,0.0,1,61.2,75.9,0.28,-2.0,1,12,0,87
2021-02-26,Seasonal,4,2,8,0,0,5141.13,2242.01,4485.43,1.146,56.4,1.2,5.0,0.19,0.3,1.0,26,2.64,11,309,140.0,0.0,1,1.3,1.3,0.55,-2.5,0,0,0,53
2023-05-06,FMCG,3,5,18,0,1,115.26,63.0,99.31,1.161,45.3,156.7,636.2,22.97,1.0,1.0,224,1.12,5,74,9.8,0.0,1,160.8,160.8,0.12,-1.5,0,0,0,62
2021-09-05,Electronics,2,9,35,0,1,5822.44,3348.61,5817.28,1.001,42.5,20.1,99.9,3.3,1.0,1.0,39,1.29,17,677,11.8,0.0,1,23.1,23.1,0.32,-1.8,0,0,3,72
2023-03-06,FMCG,3,3,10,0,0,436.89,251.6,434.57,1.005,42.4,47.4,198.8,7.14,1.0,1.0,125,2.64,3,123,17.5,0.0,1,50.0,50.0,0.12,-1.5,0,0,0,76
